,Songs,Valence,Arousal,Dominance,HRV
0,LAHV/1446,7.39,1.22,8.19,"['81.08', '82.19', '83.33', '83.33', '81.08', '80.00', '77.92', '77.92', '77.92', '81.08', '82.19', '80.00', '78.95', '77.92', '76.92', '76.92', '72.29', '71.43', '72.29', '75.00', '75.00', '75.00', '74.07', '73.17', '71.43', '69.77', '68.97', '68.18', '66.67', '65.93', '65.93', '66.67', '66.67', '68.18', '68.97', '68.18', '68.18', '68.18', '68.18', '68.18', '68.97', '72.29']"
1,LAHV/1446,6.02,3.98,3.06,"['71.43', '70.59', '69.77', '69.77', '69.77', '69.77', '70.59', '70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '68.97', '70.59', '71.43', '72.29', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '75.00', '76.92', '76.92', '77.92', '77.92', '76.92', '76.92', '76.92', '77.92', '77.92', '78.95', '77.92', '77.92', '76.92', '75.95', '75.95', '75.00', '75.00', '75.00']"
2,LAHV/1446,9.0,1.0,7.5,"['86.96', '86.96', '88.24', '88.24', '88.24', '88.24', '86.96', '85.71', '85.71', '85.71', '85.71', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '88.24', '88.24', '88.24', '89.55', '89.55', '90.91', '90.91', '90.91', '89.55', '89.55', '89.55', '89.55', '89.55', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91']"
3,LAHV/1446,9.0,1.0,7.5,"['75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '75.95', '75.95', '75.00', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '75.00', '75.00', '75.00', '75.95', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '78.95', '78.95', '78.95', '78.95']"
4,LAHV/1446,6.91,6.1,5.96,"['69.77', '69.77', '70.59', '71.43', '72.29', '72.29', '72.29', '71.43', '71.43', '70.59', '68.97', '67.42', '67.42', '66.67', '68.18', '70.59', '70.59', '70.59', '70.59', '70.59', '68.97', '68.97', '69.77', '70.59', '71.43', '72.29', '72.29', '73.17', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '75.00', '75.00', '77.92', '77.92', '77.92', '77.92', '78.95', '78.95']"
5,LAHV/1446,6.56,5.0,5.0,"['71.43', '71.43', '71.43', '71.43', '70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '69.77', '69.77', '69.77', '68.97', '68.97', '68.97', '68.97', '69.77', '69.77', '69.77', '70.59', '70.59', '70.59', '70.59', '70.59', '71.43', '72.29', '72.29', '73.17', '74.07', '74.07', '75.00', '75.00', '74.07', '75.00', '75.00', '75.95', '76.92', '76.92', '76.92', '76.92', '75.00', '75.00']"
6,LAHV/1446,5.0,4.28,5.86,"['71.43', '71.43', '70.59', '70.59', '69.77', '68.18', '68.18', '66.67', '65.93', '65.22', '64.52', '64.52', '64.52', '64.52', '64.52', '64.52', '63.83', '63.16', '62.50', '63.16', '64.52', '65.22', '65.93', '65.93', '65.93', '65.93', '66.67', '68.18', '68.18', '68.97', '68.18', '68.18', '68.18', '68.97', '68.97', '70.59', '72.29', '73.17', '73.17', '73.17', '72.29', '72.29']"
7,LAHV/1446,6.46,3.09,6.04,"['92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '90.91', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '93.75', '93.75']"
8,LAHV/1446,2.02,6.04,3.63,"['68.18', '68.97', '69.77', '68.97', '69.77', '69.77', '69.77', '69.77', '68.97', '68.18', '68.18', '67.42', '66.67', '65.93', '64.52', '63.16', '63.83', '62.50', '60.61', '60.00', '59.41', '60.61', '61.22', '61.22', '61.22', '61.86', '62.50', '62.50', '63.16', '63.16', '63.16', '64.52', '65.22', '66.67', '67.42', '66.67', '65.93', '65.22', '65.93', '66.67', '65.93', '65.93']"
9,LAHV/1446,6.04,4.44,6.04,"['86.96', '86.96', '85.71', '85.71', '86.96', '86.96', '83.33', '80.00', '76.92', '75.95', '74.07', '73.17', '73.17', '73.17', '72.29', '72.29', '74.07', '75.00', '74.07', '75.00', '75.95', '76.92', '76.92', '78.95', '78.95', '81.08', '82.19', '83.33', '83.33', '84.51', '85.71', '86.96', '86.96', '89.55', '90.91', '90.91', '89.55', '88.24', '86.96', '89.55', '90.91', '92.31']"
