,Songs,Valence,Arousal,Dominance,HRV
0,LALV/232,6.86,1.3,7.46,"['65.22', '65.93', '67.42', '68.97', '69.77', '69.77', '68.97', '68.18', '67.42', '66.67', '65.93', '65.93', '66.67', '66.67', '66.67', '66.67', '65.93', '65.93', '65.93', '65.93', '66.67', '66.67', '66.67', '66.67', '65.93', '65.93', '65.93', '65.22', '65.22', '65.22', '64.52', '64.52', '63.83', '63.83', '63.16', '63.16', '63.16', '63.83', '63.83', '65.22', '65.22', '65.22']"
1,LALV/232,2.14,3.14,1.97,"['80.00', '80.00', '80.00', '78.95', '78.95', '77.92', '75.95', '75.95', '75.00', '74.07', '73.17', '72.29', '70.59', '69.77', '68.18', '68.18', '68.18', '68.18', '68.18', '68.97', '68.97', '68.97', '68.18', '68.18', '67.42', '67.42', '68.18', '71.43', '72.29', '73.17', '74.07', '74.07', '73.17', '73.17', '73.17', '72.29', '74.07', '74.07', '75.00', '75.00', '75.00', '75.00']"
2,LALV/232,2.05,3.07,3.75,"['88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '88.24', '88.24', '89.55', '89.55', '89.55', '89.55', '89.55', '90.91', '90.91', '92.31', '92.31', '90.91', '89.55', '90.91', '90.91', '92.31', '92.31', '93.75', '93.75', '95.24', '95.24', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75']"
3,LALV/232,2.05,3.07,3.75,"['82.19', '82.19', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '84.51', '84.51', '84.51', '83.33', '82.19', '82.19', '82.19', '82.19', '81.08', '81.08', '80.00', '80.00', '80.00', '81.08', '80.00', '80.00', '81.08', '81.08', '81.08', '81.08', '81.08', '81.08', '81.08', '82.19', '82.19', '81.08', '82.19', '82.19', '81.08']"
4,LALV/232,6.08,2.06,2.45,"['77.92', '77.92', '77.92', '78.95', '78.95', '78.95', '76.92', '76.92', '75.95', '75.00', '73.17', '72.29', '70.59', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.18', '67.42', '65.22', '65.22', '65.22', '66.67', '67.42', '68.97', '70.59', '71.43', '71.43', '72.29', '72.29', '73.17', '73.17', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00']"
5,LALV/232,1.66,1.0,3.18,"['74.07', '75.00', '75.00', '75.00', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.00', '75.00', '74.07', '74.07', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07']"
6,LALV/232,5.5,1.97,6.84,"['68.97', '68.97', '71.43', '71.43', '72.29', '73.17', '73.17', '73.17', '72.29', '72.29', '71.43', '71.43', '70.59', '70.59', '71.43', '71.43', '71.43', '71.43', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '71.43', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43']"
7,LALV/232,4.06,3.85,5.0,"['89.55', '90.91', '90.91', '90.91', '92.31', '90.91', '90.91', '90.91', '90.91', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '93.75', '95.24', '95.24', '95.24', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75']"
8,LALV/232,7.44,1.0,3.45,"['60.00', '60.00', '60.61', '60.00', '60.00', '60.00', '59.41', '58.82', '58.82', '58.25', '58.25', '58.25', '57.69', '58.25', '58.82', '58.82', '60.61', '60.61', '59.41', '58.82', '57.69', '56.60', '56.60', '57.69', '58.82', '60.00', '61.22', '61.86', '62.50', '62.50', '61.86', '61.86', '61.22', '61.22', '61.86', '63.16', '63.83', '63.83', '62.50', '61.86', '61.86', '61.22', '61.22']"
9,LALV/232,5.46,2.9,4.14,"['81.08', '81.08', '81.08', '81.08', '77.92', '77.92', '78.95', '78.95', '77.92', '76.92', '75.95', '76.92', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '82.19', '83.33', '83.33', '84.51', '84.51', '84.51', '83.33', '83.33', '85.71', '85.71', '85.71', '86.96', '86.96', '85.71', '85.71', '88.24', '88.24', '86.96', '86.96', '86.96', '86.96', '85.71', '88.24', '89.55']"
10,LALV/232,6.32,2.05,6.18,"['95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '93.75', '93.75', '93.75', '93.75', '95.24', '95.24', '96.77', '96.77', '98.36', '98.36', '98.36', '98.36', '96.77', '96.77', '92.31', '90.91', '90.91', '89.55', '88.24', '88.24', '88.24', '89.55', '89.55', '89.55', '90.91', '90.91', '90.91', '92.31', '93.75', '93.75', '95.24', '96.77', '96.77']"
11,LALV/232,1.0,2.9,2.94,"['103.45', '103.45', '103.45', '101.69', '101.69', '101.69', '103.45', '103.45', '103.45', '101.69', '100.00', '100.00', '100.00', '101.69', '103.45', '103.45', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '107.14', '107.14', '107.14', '105.26', '105.26', '105.26', '105.26', '105.26', '103.45', '103.45', '105.26', '105.26', '105.26', '107.14', '107.14', '107.14', '107.14', '107.14', '105.26']"
12,LALV/232,3.02,6.62,3.23,"['80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '77.92', '77.92', '77.92', '76.92', '75.95', '75.95', '74.07', '72.29', '71.43', '71.43', '71.43', '73.17', '74.07', '75.00', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92']"
