,Songs,Valence,Arousal,Dominance,HRV
19,HAHV/292,3.16,6.25,5.0,"['68.18', '67.42', '66.67', '65.22', '63.16', '62.50', '63.16', '63.83', '65.22', '67.42', '68.97', '68.97', '68.97', '68.18', '67.42', '67.42', '66.67', '67.42', '68.18', '68.18', '68.97', '68.97', '68.18', '67.42', '67.42', '68.18', '69.77', '69.77', '68.97', '68.97', '68.97', '67.42', '67.42', '67.42', '67.42', '67.42', '68.18', '68.18', '68.18', '67.42', '66.67', '65.22', '64.52']"
20,HAHV/292,9.0,6.43,9.0,"['72.29', '73.17', '73.17', '73.17', '73.17', '71.43', '71.43', '71.43', '71.43', '70.59', '70.59', '70.59', '69.77', '69.77', '69.77', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '69.77', '69.77', '71.43', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '73.17']"
21,HAHV/292,5.44,6.21,4.91,"['85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '85.71', '84.51', '84.51', '84.51', '83.33', '82.19', '82.19', '82.19']"
22,HAHV/292,2.61,5.0,2.78,"['70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '71.43', '71.43', '71.43', '71.43', '71.43', '70.59', '70.59', '69.77', '68.97', '69.77', '69.77', '69.77', '69.77', '69.77', '69.77', '68.97', '68.97', '68.97', '69.77', '69.77', '70.59', '71.43', '71.43', '71.43', '71.43', '71.43', '72.29', '73.17', '73.17', '72.29', '72.29', '71.43', '71.43', '71.43', '70.59']"
23,HAHV/292,5.0,7.84,5.0,"['76.92', '80.00', '81.08', '81.08', '81.08', '81.08', '82.19', '82.19', '82.19', '83.33', '83.33', '84.51', '83.33', '81.08', '80.00', '78.95', '76.92', '75.95', '75.95', '75.95', '75.95', '77.92', '80.00', '80.00', '78.95', '78.95', '76.92', '75.95', '75.00', '75.00', '75.00', '75.00', '75.00', '73.17', '71.43', '68.97', '67.42', '65.93', '71.43', '75.95', '75.95', '78.95', '80.00']"
24,HAHV/292,3.31,7.22,7.03,"['95.24', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75', '93.75', '92.31', '92.31', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '95.24', '93.75', '93.75', '95.24', '95.24', '95.24', '96.77', '96.77', '96.77', '96.77', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '96.77', '96.77', '96.77', '96.77', '96.77', '95.24', '95.24']"
25,HAHV/292,6.72,5.94,6.61,"['70.59', '71.43', '71.43', '72.29', '72.29', '72.29', '73.17', '72.29', '71.43', '71.43', '70.59', '71.43', '72.29', '73.17', '74.07', '75.00', '75.95', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.00', '74.07', '74.07', '72.29', '71.43', '70.59', '70.59', '69.77', '69.77', '69.77', '69.77', '69.77', '69.77', '68.97', '68.97', '67.42', '67.42', '67.42', '67.42']"
26,HAHV/292,7.98,7.04,7.49,"['82.19', '82.19', '82.19', '81.08', '82.19', '82.19', '81.08', '81.08', '81.08', '81.08', '81.08', '81.08', '82.19', '81.08', '81.08', '81.08', '80.00', '80.00', '80.00', '81.08', '80.00', '81.08', '81.08', '81.08', '80.00', '80.00', '78.95', '80.00', '80.00', '80.00', '80.00', '78.95', '78.95', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '76.92', '75.00', '75.00']"
27,HAHV/292,6.17,6.1,6.01,"['86.96', '88.24', '88.24', '88.24', '86.96', '85.71', '84.51', '83.33', '83.33', '84.51', '84.51', '84.51', '85.71', '88.24', '88.24', '88.24', '86.96', '86.96', '85.71', '85.71', '84.51', '83.33', '82.19', '80.00', '77.92', '77.92', '77.92', '77.92', '77.92', '78.95', '77.92', '77.92', '78.95', '78.95', '80.00', '80.00', '80.00', '81.08', '81.08', '82.19', '82.19', '82.19', '82.19']"
28,HAHV/292,6.92,7.86,6.43,"['77.92', '77.92', '76.92', '76.92', '76.92', '77.92', '76.92', '75.95', '75.95', '75.00', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '73.17', '72.29', '71.43', '71.43', '69.77', '69.77', '68.97', '68.97', '68.97', '68.97', '69.77', '70.59', '71.43', '71.43', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07']"
29,HAHV/292,7.6,9.0,9.0,"['77.92', '77.92', '77.92', '78.95', '78.95', '78.95', '78.95', '77.92', '78.95', '78.95', '80.00', '80.00', '80.00', '77.92', '76.92', '76.92', '75.00', '75.95', '75.95', '76.92', '76.92', '76.92', '75.95', '75.95', '75.00', '73.17', '72.29', '71.43', '68.97', '68.97', '69.77', '70.59', '72.29', '73.17', '73.17', '75.00', '75.95', '77.92', '77.92', '77.92', '76.92', '76.92']"
30,HAHV/292,6.49,7.42,6.59,"['74.07', '74.07', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '73.17', '73.17', '74.07', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '76.92', '75.95', '75.95', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95']"
