,Songs,Valence,Arousal,Dominance,HRV
0,LAHV/1355,6.99,1.0,7.84,"['73.17', '78.95', '81.08', '80.00', '77.92', '76.92', '74.07', '73.17', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '73.17', '71.43', '71.43', '70.59', '69.77', '68.97', '68.97', '67.42', '66.67', '64.52', '63.83', '63.16', '61.86', '61.22', '61.22', '62.50', '63.16', '63.83', '63.83', '63.83', '64.52', '65.22', '65.93', '65.93', '67.42', '68.18', '67.42']"
1,LAHV/1355,6.02,3.42,3.87,"['74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '75.00', '75.00', '75.00', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '77.92', '77.92', '77.92', '78.95', '78.95', '77.92', '77.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95']"
2,LAHV/1355,6.6,3.83,5.0,"['100.00', '100.00', '96.77', '96.77', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '93.75', '93.75', '92.31', '92.31', '90.91', '90.91', '89.55', '89.55', '89.55', '89.55', '88.24', '86.96', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '83.33', '83.33', '83.33', '84.51', '84.51', '84.51', '85.71', '85.71', '85.71', '86.96', '86.96', '88.24', '88.24', '88.24']"
3,LAHV/1355,6.6,3.83,5.0,"['80.00', '78.95', '78.95', '78.95', '78.95', '77.92', '78.95', '78.95', '78.95', '78.95', '77.92', '76.92', '76.92', '76.92', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95', '74.07', '73.17', '70.59', '69.77', '68.97', '68.97', '69.77', '70.59', '71.43', '72.29', '72.29', '72.29', '73.17', '73.17', '74.07', '75.00', '75.00', '75.00', '75.00', '75.00']"
4,LAHV/1355,6.6,4.12,5.0,"['76.92', '76.92', '76.92', '77.92', '77.92', '78.95', '78.95', '78.95', '77.92', '76.92', '75.00', '73.17', '72.29', '72.29', '72.29', '72.29', '72.29', '70.59', '70.59', '68.97', '68.18', '68.97', '68.97', '68.97', '69.77', '69.77', '70.59', '70.59', '71.43', '72.29', '73.17', '72.29', '71.43', '71.43', '69.77', '69.77', '70.59', '71.43', '71.43', '71.43', '71.43', '71.43']"
5,LAHV/1355,5.0,3.15,2.23,"['76.92', '76.92', '75.95', '75.95', '76.92', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '78.95', '78.95', '80.00', '80.00', '80.00', '78.95', '78.95', '77.92', '76.92', '76.92', '76.92', '76.92', '76.92', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '74.07', '75.00', '75.95', '76.92', '76.92']"
6,LAHV/1355,4.08,4.66,4.7,"['70.59', '70.59', '70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '68.97', '68.97', '68.18', '68.18', '68.18', '68.18', '68.18', '67.42', '66.67', '66.67', '65.93', '65.22', '65.93', '65.93', '66.67', '67.42', '68.97', '69.77', '71.43', '72.29', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '72.29', '72.29', '72.29', '72.29', '72.29']"
7,LAHV/1355,3.77,6.25,5.0,"['103.45', '103.45', '100.00', '98.36', '96.77', '95.24', '93.75', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '95.24', '95.24', '96.77', '96.77', '98.36', '98.36', '98.36', '100.00', '100.00', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69', '101.69']"
8,LAHV/1355,1.76,2.2,3.73,"['58.82', '56.60', '55.05', '54.05', '54.05', '54.55', '55.56', '55.56', '57.14', '58.82', '59.41', '60.00', '60.00', '60.61', '61.22', '62.50', '63.16', '63.16', '63.16', '63.16', '63.16', '61.86', '61.86', '61.86', '61.86', '61.86', '61.22', '60.61', '60.61', '59.41', '58.82', '60.61', '61.86', '63.83', '64.52', '64.52', '63.83', '63.83', '63.16', '63.16', '62.50', '63.16']"
9,LAHV/1355,5.06,3.92,5.94,"['86.96', '86.96', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '84.51', '83.33', '82.19', '82.19', '83.33', '84.51', '84.51', '83.33', '82.19', '82.19', '82.19', '82.19', '82.19', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '88.24', '88.24', '86.96', '85.71', '86.96', '86.96', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71']"
10,LAHV/1355,6.14,2.99,6.05,"['109.09', '109.09', '109.09', '109.09', '109.09', '111.11', '111.11', '111.11', '111.11', '111.11', '109.09', '109.09', '109.09', '109.09', '107.14', '107.14', '107.14', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '105.26', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '109.09', '109.09', '109.09']"
11,LAHV/1355,6.18,2.35,7.85,"['103.45', '103.45', '103.45', '103.45', '105.26', '105.26', '105.26', '103.45', '103.45', '103.45', '105.26', '105.26', '105.26', '103.45', '103.45', '103.45', '103.45', '103.45', '103.45', '103.45', '101.69', '100.00', '100.00', '100.00', '101.69', '101.69', '101.69', '101.69', '101.69', '100.00', '100.00', '100.00', '101.69', '101.69', '101.69', '101.69', '101.69', '103.45', '103.45', '103.45', '103.45', '103.45', '103.45']"
12,LAHV/1355,3.72,3.39,3.06,"['75.00', '75.00', '75.00', '75.00', '76.92', '76.92', '76.92', '76.92', '76.92', '75.00', '74.07', '73.17', '72.29', '71.43', '70.59', '69.77', '68.97', '68.97', '69.77', '70.59', '71.43', '73.17', '74.07', '74.07', '75.00', '75.95', '76.92', '77.92', '77.92', '77.92', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '81.08', '81.08', '81.08', '81.08', '81.08', '81.08']"
13,LAHV/1355,5.0,2.84,4.2,"['83.33', '83.33', '83.33', '83.33', '83.33', '84.51', '83.33', '84.51', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '88.24', '89.55', '89.55', '90.91', '90.91', '90.91', '90.91', '90.91', '89.55', '89.55', '89.55', '89.55', '89.55', '89.55', '89.55', '89.55', '86.96', '85.71', '85.71', '84.51', '84.51', '83.33', '83.33', '83.33', '83.33', '82.19']"
14,LAHV/1355,7.51,3.03,5.0,"['70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '69.77', '67.42', '66.67', '65.93', '64.52', '63.83', '63.83', '63.83', '64.52', '65.93', '65.93', '66.67', '67.42', '67.42', '68.18', '68.18', '68.97', '69.77', '69.77', '70.59', '69.77', '69.77', '68.97', '69.77', '70.59', '72.29', '73.17', '73.17', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '71.43', '71.43', '71.43']"
15,LAHV/1355,6.55,2.97,5.0,"['78.95', '77.92', '77.92', '75.95', '75.95', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.00', '74.07', '74.07', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07']"
16,LAHV/1355,3.51,4.16,5.92,"['78.95', '80.00', '80.00', '80.00', '80.00', '80.00', '77.92', '77.92', '77.92', '77.92', '77.92', '78.95', '80.00', '81.08', '81.08', '81.08', '81.08', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '78.95', '78.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '76.92', '76.92']"
17,LAHV/1355,5.0,5.0,3.98,"['85.71', '85.71', '85.71', '84.51', '83.33', '83.33', '83.33', '83.33', '82.19', '82.19', '82.19', '81.08', '80.00', '80.00', '78.95', '78.95', '78.95', '78.95', '77.92', '76.92', '76.92', '77.92', '77.92', '78.95', '78.95', '80.00', '80.00', '81.08', '82.19', '82.19', '83.33', '83.33', '83.33', '84.51', '85.71', '85.71', '84.51', '83.33', '83.33', '83.33', '84.51', '84.51']"
18,LAHV/1355,8.57,0.95,7.2,"['69.77', '70.59', '70.59', '72.29', '72.29', '72.29', '72.29', '71.43', '70.59', '69.77', '69.77', '70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '68.97', '69.77', '69.77', '69.77', '69.77', '68.97', '67.42', '65.93', '65.22', '64.52', '64.52', '64.52', '65.93', '65.93', '65.93', '66.67', '67.42', '67.42', '67.42', '66.67', '65.22', '65.22', '64.52', '64.52', '64.52']"
19,LAHV/1355,7.1,6.61,5.86,"['68.97', '68.18', '68.18', '68.18', '68.18', '67.42', '67.42', '66.67', '66.67', '65.93', '65.93', '65.93', '65.93', '65.93', '65.22', '65.22', '64.52', '64.52', '64.52', '63.83', '64.52', '64.52', '64.52', '63.83', '63.83', '63.83', '63.83', '63.83', '63.83', '64.52', '64.52', '64.52', '64.52', '63.83', '63.83', '63.83', '63.83', '63.83', '63.16', '63.16', '62.50', '62.50']"
20,LAHV/1355,6.99,3.23,3.74,"['75.00', '75.00', '74.07', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '72.29', '69.77', '69.77', '70.59', '71.43', '71.43', '73.17', '73.17', '73.17', '74.07', '73.17', '73.17', '73.17']"
21,LAHV/1355,5.38,4.55,5.0,"['86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96']"
22,LAHV/1355,5.0,5.0,5.0,"['65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.22', '65.93', '65.22', '63.83', '63.83', '62.50', '61.86', '61.86', '60.00', '60.00', '58.25', '58.25', '58.25', '58.82', '60.61', '61.86', '63.16', '63.83', '63.83', '63.83', '64.52', '64.52', '65.22', '65.93', '66.67', '66.67', '67.42', '68.18']"
23,LAHV/1355,2.06,6.84,5.0,"['75.00', '75.00', '75.00', '75.95', '75.95', '76.92', '80.00', '81.08', '81.08', '81.08', '81.08', '82.19', '83.33', '83.33', '84.51', '84.51', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '88.24', '86.96', '86.96', '86.96', '86.96', '86.96']"
24,LAHV/1355,9.0,7.05,8.12,"['96.77', '96.77', '98.36', '98.36', '98.36', '98.36', '98.36', '98.36', '98.36', '98.36', '96.77', '95.24', '95.24', '95.24', '96.77', '96.77', '98.36', '98.36', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '101.69', '101.69', '101.69', '103.45', '103.45', '103.45', '103.45', '101.69', '101.69', '101.69', '101.69', '103.45', '103.45', '103.45', '105.26']"
25,LAHV/1355,5.0,2.82,5.0,"['72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '74.07', '74.07', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '72.29', '71.43', '70.59', '69.77', '69.77', '68.97']"
26,LAHV/1355,5.94,5.99,6.76,"['81.08', '81.08', '80.00', '78.95', '77.92', '76.92', '76.92', '75.95', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07', '74.07', '73.17', '72.29', '72.29', '72.29', '73.17', '73.17', '74.07', '74.07', '75.00', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '73.17', '72.29', '70.59', '68.97', '68.97', '69.77', '70.59']"
27,LAHV/1355,3.26,6.78,5.81,"['88.24', '88.24', '88.24', '86.96', '85.71', '85.71', '85.71', '84.51', '84.51', '84.51', '85.71', '85.71', '85.71', '85.71', '84.51', '84.51', '84.51', '84.51', '84.51', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '88.24', '88.24', '90.91', '90.91', '90.91', '90.91', '92.31', '92.31', '92.31', '92.31', '92.31', '90.91', '88.24', '86.96', '85.71', '84.51', '85.71']"
