,Songs,Valence,Arousal,Dominance,HRV
0,HAHV/719,5.56,7.47,7.06,"['68.18', '68.18', '69.77', '69.77', '69.77', '68.97', '68.18', '67.42', '66.67', '66.67', '66.67', '65.93', '65.93', '68.97', '69.77', '69.77', '68.97', '68.97', '68.97', '68.97', '69.77', '69.77', '69.77', '69.77', '68.97', '68.97', '68.18', '67.42', '67.42', '68.97', '69.77', '69.77', '69.77', '70.59', '71.43', '71.43', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17']"
1,HAHV/719,7.45,7.18,6.74,"['78.95', '77.92', '77.92', '76.92', '76.92', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '73.17', '72.29', '72.29', '72.29', '72.29', '73.17', '74.07', '74.07', '75.00', '75.95', '75.95', '75.95', '75.00', '75.00', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '76.92', '76.92', '76.92', '77.92', '77.92', '78.95']"
2,HAHV/719,7.02,9.0,5.0,"['90.91', '90.91', '90.91', '89.55', '88.24', '86.96', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '88.24', '88.24', '88.24', '89.55', '89.55', '90.91', '92.31', '92.31', '92.31', '92.31', '86.96', '85.71', '84.51', '84.51', '85.71', '88.24', '89.55', '89.55', '89.55', '89.55', '89.55', '90.91', '90.91', '92.31', '92.31', '92.31', '92.31']"
3,HAHV/719,7.02,9.0,5.0,"['80.00', '80.00', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '78.95', '80.00', '78.95', '78.95', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '80.00', '78.95', '78.95', '78.95', '77.92', '77.92', '77.92', '77.92', '76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95', '75.00']"
4,HAHV/719,8.49,8.48,7.15,"['69.77', '70.59', '71.43', '71.43', '71.43', '72.29', '72.29', '74.07', '73.17', '71.43', '67.42', '67.42', '65.93', '65.93', '67.42', '69.77', '69.77', '72.29', '72.29', '73.17', '73.17', '73.17', '73.17', '72.29', '72.29', '73.17', '74.07', '75.00', '75.00', '75.95', '75.00', '74.07', '74.07', '72.29', '71.43', '71.43', '72.29', '72.29', '73.17', '73.17', '73.17', '72.29']"
5,HAHV/719,8.0,8.0,8.32,"['73.17', '74.07', '74.07', '74.07', '74.07', '73.17', '73.17', '73.17', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '73.17', '72.29', '72.29', '69.77', '67.42', '66.67', '66.67', '66.67', '67.42', '68.97', '69.77', '69.77', '71.43', '72.29', '72.29', '71.43', '70.59', '69.77', '69.77', '70.59', '72.29', '72.29', '72.29', '72.29', '72.29']"
6,HAHV/719,3.61,7.09,6.58,"['63.16', '63.16', '63.16', '64.52', '64.52', '65.22', '65.93', '66.67', '66.67', '66.67', '67.42', '66.67', '66.67', '66.67', '66.67', '65.93', '66.67', '65.93', '65.93', '65.22', '64.52', '64.52', '64.52', '65.22', '65.22', '65.93', '65.93', '66.67', '66.67', '66.67', '65.93', '65.93', '65.22', '64.52', '64.52', '64.52', '64.52', '65.93', '68.18', '68.18', '68.18', '68.18', '67.42']"
7,HAHV/719,6.98,6.69,5.0,"['98.36', '100.00', '100.00', '98.36', '96.77', '95.24', '93.75', '92.31', '90.91', '89.55', '89.55', '88.24', '88.24', '88.24', '89.55', '90.91', '90.91', '92.31', '92.31', '93.75', '93.75', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '93.75', '93.75', '93.75', '95.24', '95.24']"
8,HAHV/719,6.3,6.45,5.0,"['64.52', '64.52', '63.83', '63.83', '63.16', '63.16', '63.83', '63.83', '61.86', '59.41', '58.25', '58.25', '57.14', '56.07', '56.07', '57.14', '58.25', '58.25', '58.82', '58.82', '60.00', '61.86', '62.50', '62.50', '63.16', '63.83', '63.83', '63.83', '63.83', '63.83', '63.83', '65.22', '65.22', '65.22', '64.52', '63.83', '64.52', '63.83', '63.16', '63.16', '63.16', '62.50']"
9,HAHV/719,5.42,4.61,5.0,"['93.75', '92.31', '90.91', '90.91', '92.31', '92.31', '92.31', '92.31', '89.55', '89.55', '88.24', '88.24', '85.71', '86.96', '89.55', '90.91', '90.91', '95.24', '95.24', '93.75', '92.31', '90.91', '89.55', '86.96', '85.71', '86.96', '88.24', '88.24', '90.91', '90.91', '90.91', '89.55', '89.55', '90.91', '92.31', '92.31', '93.75', '93.75', '89.55', '86.96', '86.96', '88.24', '88.24']"
