,Songs,Valence,Arousal,Dominance,HRV
0,HALV/1055,1.72,5.25,3.06,"['74.07', '75.00', '75.95', '74.07', '74.07', '72.29', '71.43', '69.77', '69.77', '68.97', '68.18', '67.42', '67.42', '67.42', '66.67', '65.93', '65.93', '65.22', '64.52', '64.52', '64.52', '64.52', '63.83', '63.16', '63.16', '63.16', '63.16', '63.83', '64.52', '64.52', '65.22', '65.22', '65.93', '66.67', '66.67', '67.42', '67.42', '67.42', '68.18', '68.97', '68.97', '68.97', '68.18']"
1,HALV/1055,7.18,3.95,5.0,"['78.95', '78.95', '78.95', '78.95', '77.92', '77.92', '78.95', '78.95', '78.95', '78.95', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '76.92', '75.00', '74.07', '72.29', '71.43', '70.59', '71.43', '71.43', '73.17', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '75.00', '75.95', '75.95', '75.95', '75.00', '74.07', '74.07', '73.17', '73.17', '73.17', '74.07']"
2,HALV/1055,6.75,6.9,5.0,"['93.75', '93.75', '93.75', '93.75', '93.75', '92.31', '90.91', '90.91', '88.24', '88.24', '88.24', '88.24', '88.24', '89.55', '89.55', '89.55', '89.55', '89.55', '90.91', '90.91', '92.31', '92.31', '92.31', '93.75', '93.75', '93.75', '93.75', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '95.24', '96.77', '96.77', '96.77', '96.77', '96.77', '96.77']"
3,HALV/1055,6.75,6.9,5.0,"['74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '75.00', '74.07', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.95', '75.95', '75.95', '76.92', '75.95', '74.07', '74.07', '71.43', '70.59', '68.97', '68.18', '68.97', '69.77', '70.59', '71.43', '71.43', '73.17', '74.07', '74.07', '75.00', '75.95', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95']"
4,HALV/1055,4.06,6.11,4.06,"['75.95', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '78.95', '78.95', '76.92', '68.97', '68.97', '68.18', '68.18', '68.97', '70.59', '71.43', '73.17', '75.95', '75.95', '75.95', '75.00', '75.00', '74.07', '74.07', '72.29', '69.77', '69.77', '69.77', '69.77', '70.59', '72.29', '72.29', '73.17', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '73.17']"
5,HALV/1055,8.36,8.47,8.18,"['70.59', '70.59', '70.59', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '71.43', '71.43', '71.43', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '74.07', '74.07', '73.17', '73.17', '72.29', '71.43', '71.43', '71.43', '71.43', '70.59', '69.77', '68.97', '68.97', '68.97', '69.77', '69.77', '69.77', '70.59']"
6,HALV/1055,6.94,6.79,7.04,"['67.42', '66.67', '65.93', '65.22', '65.22', '65.22', '65.93', '65.93', '66.67', '67.42', '67.42', '67.42', '67.42', '68.18', '68.18', '68.97', '68.18', '68.18', '68.18', '68.97', '69.77', '70.59', '71.43', '72.29', '71.43', '71.43', '71.43', '71.43', '70.59', '71.43', '71.43', '71.43', '71.43', '71.43', '70.59', '70.59', '69.77', '69.77', '68.97', '68.18', '68.18', '67.42']"
7,HALV/1055,3.74,6.03,5.0,"['92.31', '92.31', '92.31', '90.91', '88.24', '86.96', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '88.24', '88.24', '89.55', '90.91', '90.91', '90.91', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '92.31', '90.91', '90.91', '90.91', '90.91', '89.55']"
8,HALV/1055,6.69,7.31,7.22,"['61.22', '61.86', '61.86', '61.86', '61.86', '61.22', '61.22', '60.61', '61.22', '61.22', '60.61', '60.00', '58.82', '58.25', '57.69', '57.14', '57.14', '58.25', '59.41', '59.41', '59.41', '60.00', '60.00', '60.00', '60.00', '60.00', '61.22', '61.86', '62.50', '63.16', '64.52', '65.22', '65.22', '65.22', '64.52', '63.83', '63.83', '63.16', '63.16', '63.16', '63.16', '63.16']"
9,HALV/1055,5.78,5.0,6.12,"['85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '84.51', '78.95', '77.92', '76.92', '75.95', '75.95', '75.95', '75.95', '76.92', '77.92', '78.95', '81.08', '81.08', '82.19', '82.19', '82.19', '82.19', '83.33', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '83.33', '83.33', '83.33', '82.19', '82.19', '81.08', '80.00', '80.00']"
10,HALV/1055,2.53,6.69,1.06,"['105.26', '105.26', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '107.14', '109.09', '109.09', '109.09', '109.09', '109.09', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '111.11', '109.09', '109.09', '109.09', '109.09', '107.14', '107.14', '107.14', '107.14', '107.14']"
11,HALV/1055,5.0,5.54,7.03,"['98.36', '100.00', '101.69', '101.69', '103.45', '103.45', '105.26', '103.45', '103.45', '103.45', '105.26', '105.26', '105.26', '105.26', '105.26', '103.45', '105.26', '105.26', '105.26', '105.26', '105.26', '103.45', '101.69', '101.69', '101.69', '103.45', '103.45', '103.45', '103.45', '101.69', '100.00', '100.00', '101.69', '101.69', '103.45', '103.45', '101.69', '100.00', '100.00', '100.00', '101.69', '101.69']"
12,HALV/1055,7.0,7.23,6.45,"['80.00', '78.95', '78.95', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '75.95', '75.00', '73.17', '72.29', '71.43', '72.29', '73.17', '74.07', '74.07', '75.00', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '75.95', '75.00', '74.07', '74.07', '74.07', '75.00', '75.00', '75.00', '75.95', '75.00', '75.00', '75.00', '74.07', '73.17', '71.43', '70.59', '68.18']"
13,HALV/1055,6.7,5.96,6.14,"['74.07', '73.17', '72.29', '71.43', '69.77', '70.59', '71.43', '70.59', '71.43', '73.17', '74.07', '75.95', '75.95', '76.92', '76.92', '76.92', '75.95', '76.92', '76.92', '75.95', '75.95', '74.07', '74.07', '74.07', '73.17', '72.29', '71.43', '69.77', '68.97', '68.97', '68.97', '68.18', '68.18', '66.67', '65.93', '65.93', '65.93', '65.22', '67.42', '68.97', '69.77', '71.43']"
14,HALV/1055,3.14,6.79,3.94,"['70.59', '70.59', '71.43', '71.43', '71.43', '70.59', '69.77', '69.77', '69.77', '70.59', '70.59', '70.59', '71.43', '70.59', '70.59', '70.59', '71.43', '71.43', '71.43', '71.43', '70.59', '70.59', '70.59', '71.43', '70.59', '70.59', '71.43', '71.43', '71.43', '70.59', '68.97', '68.97', '67.42', '67.42', '68.97', '68.18', '67.42', '66.67', '65.93', '65.93', '69.77', '71.43', '71.43']"
15,HALV/1055,5.97,5.82,3.75,"['73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '73.17', '73.17', '73.17', '73.17', '73.17', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '71.43', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '71.43', '71.43', '71.43', '72.29', '72.29', '72.29', '73.17', '73.17']"
16,HALV/1055,6.38,6.98,7.57,"['77.92', '76.92', '76.92', '76.92', '77.92', '76.92', '76.92', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '76.92', '75.95', '75.95', '74.07', '73.17', '70.59', '68.97', '68.97', '69.77', '74.07', '74.07', '76.92', '77.92', '77.92', '77.92', '76.92', '75.95', '75.95', '75.95', '75.00', '75.00', '75.00']"
17,HALV/1055,1.19,9.0,1.44,"['80.00', '78.95', '77.92', '77.92', '77.92', '77.92', '78.95', '78.95', '77.92', '76.92', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '77.92', '77.92', '78.95', '78.95', '80.00', '80.00', '78.95', '78.95', '77.92', '76.92', '75.95', '75.95', '75.95', '77.92', '77.92', '78.95', '78.95', '78.95', '78.95', '78.95', '77.92', '77.92', '76.92', '76.92', '76.92']"
18,HALV/1055,5.0,6.8,7.22,"['60.61', '61.22', '62.50', '63.83', '65.22', '65.22', '68.97', '69.77', '69.77', '68.97', '68.97', '68.18', '67.42', '68.18', '68.18', '68.18', '68.97', '69.77', '69.77', '68.18', '67.42', '66.67', '67.42', '68.97', '70.59', '72.29', '73.17', '73.17', '73.17', '73.17', '72.29', '71.43', '71.43', '70.59', '69.77', '68.18', '68.18', '68.18', '68.18', '68.18', '68.97', '68.97']"
19,HALV/1055,3.18,3.18,5.0,"['65.22', '65.22', '65.22', '63.83', '63.83', '63.83', '63.83', '65.22', '66.67', '66.67', '65.93', '65.93', '65.93', '65.22', '65.22', '65.22', '64.52', '64.52', '64.52', '64.52', '63.83', '63.83', '62.50', '62.50', '62.50', '62.50', '63.16', '63.83', '63.83', '63.83', '63.83', '62.50', '61.22', '61.22', '60.61', '60.61', '61.22', '63.16', '63.83', '63.83', '61.86', '61.86']"
20,HALV/1055,3.64,5.55,2.96,"['76.92', '76.92', '75.95', '75.95', '75.00', '75.00', '75.00', '75.00', '75.95', '75.95', '75.95', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '77.92', '77.92']"
21,HALV/1055,4.22,6.06,5.0,"['84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '85.71', '85.71', '85.71', '85.71', '85.71', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51', '84.51']"
22,HALV/1055,3.09,6.62,5.0,"['67.42', '67.42', '66.67', '66.67', '65.93', '65.22', '65.22', '65.93', '66.67', '66.67', '67.42', '67.42', '67.42', '67.42', '66.67', '66.67', '66.67', '65.93', '65.93', '66.67', '66.67', '67.42', '67.42', '68.18', '68.18', '68.18', '68.18', '68.18', '68.97', '68.97', '69.77', '69.77', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97']"
23,HALV/1055,5.0,5.0,5.0,"['82.19', '82.19', '82.19', '82.19', '82.19', '82.19', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '82.19', '82.19', '81.08', '81.08', '80.00', '80.00', '81.08', '81.08', '81.08', '82.19', '82.19', '81.08', '80.00', '78.95', '78.95', '77.92', '77.92', '78.95', '78.95', '80.00', '81.08', '81.08', '81.08', '82.19', '82.19']"
